pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,discoverymethod,disc_year
Kepler-362 c,Kepler-362,37.86572291,0.2135,0.0,3.204,,,,37.7,543.0,89.83,5745.22,1.28,1.03,0.209,-0.156,4.23,1090.51,Transit,2014
Kepler-363 b,Kepler-363,3.61457091,0.04936,0.0,1.295,,,,940.0,1347.0,86.02,5529.7,1.66,0.97,0.365,0.397,3.99,762.596,Transit,2014
Kepler-363 c,Kepler-363,7.54238364,0.0806,0.0,1.753,66.4,66.4,,352.4,1054.0,88.44,5529.7,1.66,0.97,0.365,0.397,3.99,762.596,Transit,2014
Kepler-363 d,Kepler-363,11.93207573,0.1094,0.0,2.221,,,,190.7,905.0,89.52,5529.7,1.66,0.97,0.365,0.397,3.99,762.596,Transit,2014
Kepler-364 b,Kepler-364,25.74609259,0.17494,0.0,1.599,,,,67.6,753.0,88.22,6199.63,1.3,1.19,0.351,-0.031,4.29,891.462,Transit,2014
Kepler-364 c,Kepler-364,59.98067943,0.3074,0.0,2.194,,,,21.8,568.0,88.03,6199.63,1.3,1.19,0.351,-0.031,4.29,891.462,Transit,2014
Kepler-365 b,Kepler-365,10.66489164,0.0961,0.0,1.76,,,,132.15,865.0,89.29,5744.35,1.02,1.04,,-0.218,4.44,1038.99,Transit,2014
Kepler-365 c,Kepler-365,17.78400202,0.1351,0.0,1.6,,,,66.87,729.0,89.81,5744.35,1.02,1.04,,-0.218,4.44,1038.99,Transit,2014
Kepler-366 b,Kepler-366,3.28191397,0.04447,0.0,2.496,,,,1703.1,1326.0,88.5,5947.0,1.82,1.09,0.573,-0.06,3.95,1856.28,Transit,2014
Kepler-366 c,Kepler-366,12.51609488,0.10856,0.0,3.009,,,,286.6,848.0,89.93,5947.0,1.82,1.09,0.573,-0.06,3.95,1856.28,Transit,2014
Kepler-367 b,Kepler-367,37.8164766,0.20205,0.0,1.124,,,,6.0,401.0,89.43,4799.55,0.71,0.78,-0.617,0.197,4.62,188.027,Transit,2014
Kepler-367 c,Kepler-367,53.57824253,0.2549,0.0,1.323,,,,3.8,357.0,89.16,4799.55,0.71,0.78,-0.617,0.197,4.62,188.027,Transit,2014
Kepler-368 b,Kepler-368,26.84724286,0.18472,0.0,3.417,,,,101.4,800.0,88.58,5395.36,2.19,0.94,0.562,0.03,3.73,770.978,Transit,2014
Kepler-368 c,Kepler-368,72.381301,0.35782,0.0,3.961,,,,27.1,575.0,88.95,5459.0,2.09,1.17,0.562,0.13,3.73,770.978,Transit,2014
Kepler-369 b,Kepler-369,2.73276089,0.0316,0.0,1.42,,,,52.68,687.0,86.76,3655.0,0.57,0.56,-1.286,0.07,4.68,,Transit,2014
Kepler-369 c,Kepler-369,14.87146156,0.0977,0.0,1.59,,,,5.51,391.0,89.98,3655.0,0.57,0.56,-1.286,0.07,4.68,,Transit,2014
Kepler-37 b,Kepler-37,13.3669309,0.10177,0.0,0.276,0.79,0.79,140.0,44.5,718.0,88.63,5357.0,0.79,0.79,-0.322,-0.36,4.61,63.9207,Transit,2013
Kepler-37 c,Kepler-37,21.30199109,0.13885,0.0,0.718,1.3,1.3,15.0,23.9,615.0,89.07,5357.0,0.79,0.79,-0.322,-0.36,4.61,63.9207,Transit,2013
Kepler-37 d,Kepler-37,39.79223792,0.210603,0.0,1.91,2.0,2.0,1.3,10.39,499.0,89.335,5357.0,0.79,0.79,-0.322,-0.36,4.61,63.9207,Transit,2013
Kepler-37 e,Kepler-37,50.25,0.25,0.0,0.37,8.1,,,,401.0,89.95,5348.0,0.79,0.79,-0.322,-0.25,4.61,63.9207,Transit Timing Variations,2014
Kepler-370 b,Kepler-370,4.57952257,0.05368,0.0,1.526,,,,335.4,1040.0,89.72,5651.01,1.05,1.0,0.006,0.132,4.4,1167.94,Transit,2014
Kepler-370 c,Kepler-370,19.02490319,0.13873,0.0,2.249,,,,50.3,647.0,88.73,5651.01,1.05,1.0,0.006,0.132,4.4,1167.94,Transit,2014
Kepler-371 b,Kepler-371,34.76300931,0.19957,0.0,2.303,,,,37.9,554.0,89.04,5794.01,1.31,1.04,0.244,-0.197,4.22,813.192,Transit,2014
Kepler-371 c,Kepler-371,67.9687026,0.31209,0.0,2.105,,,,15.5,443.0,89.71,5710.0,1.26,0.88,0.244,-0.21,4.22,813.192,Transit,2014
Kepler-372 b,Kepler-372,6.84976206,0.07148,0.0,1.534,,,,384.4,1081.0,75.35,6121.0,1.25,1.04,0.321,-0.13,4.27,1493.95,Transit,2014
Kepler-372 c,Kepler-372,20.0545077,0.14629,0.0,2.65,,,,91.7,755.0,83.71,6121.0,1.25,1.04,0.321,-0.13,4.27,1493.95,Transit,2014
Kepler-372 d,Kepler-372,30.0904877,0.19175,0.0,2.618,,,,53.4,660.0,86.73,6121.0,1.25,1.04,0.321,-0.13,4.27,1493.95,Transit,2014
Kepler-373 b,Kepler-373,5.53536498,0.06089,0.0,2.179,,,,419.2,1054.0,89.81,5553.0,1.38,0.98,0.212,0.07,4.15,1090.45,Transit,2014
Kepler-373 c,Kepler-373,16.726065,0.12724,0.0,1.812,,,,96.1,729.0,89.32,5553.0,1.38,0.98,0.212,0.07,4.15,1090.45,Transit,2014
Kepler-374 b,Kepler-374,1.89781295,0.03034,0.0,1.55,,,,1886.3,1761.0,87.55,5670.31,1.42,1.01,0.274,0.111,4.14,1265.61,Transit,2014
Kepler-374 c,Kepler-374,3.28282312,0.04372,0.0,1.627,,,,908.0,1467.0,88.82,5670.31,1.42,1.01,0.274,0.111,4.14,1265.61,Transit,2014
Kepler-374 d,Kepler-374,5.0281858,0.0581,0.0,1.91,,,,516.1,1272.0,88.37,5670.31,1.42,1.01,0.274,0.111,4.14,1265.61,Transit,2014
Kepler-375 b,Kepler-375,12.12575682,0.09945,0.0,1.624,,,,62.2,851.0,87.38,5499.0,0.91,0.96,-0.163,-0.04,4.5,1238.81,Transit,2014
Kepler-375 c,Kepler-375,19.9866157,0.13874,0.0,3.025,,,,31.9,720.0,85.75,5483.0,0.87,0.89,-0.163,-0.04,4.5,1238.81,Transit,2014
Kepler-376 b,Kepler-376,4.92027526,0.05603,0.0,1.262,,,,672.1,1242.0,88.48,5939.36,1.42,1.08,0.357,-0.104,4.16,923.067,Transit,2014
Kepler-376 c,Kepler-376,14.17232169,0.11341,0.0,2.281,,,,163.9,873.0,87.71,5939.36,1.42,1.08,0.357,-0.104,4.16,923.067,Transit,2014
Kepler-377 b,Kepler-377,12.50934966,0.10704,0.0,1.491,,,,132.6,875.0,88.36,5974.0,1.2,1.1,0.218,0.05,4.32,823.804,Transit,2014
Kepler-377 c,Kepler-377,27.01461125,0.17877,0.0,2.025,,,,47.5,677.0,89.99,5974.0,1.2,1.1,0.218,0.05,4.32,823.804,Transit,2014
Kepler-378 b,Kepler-378,16.09227051,0.1117,0.0,1.049,,,,17.82,503.0,87.69,4707.13,0.71,0.75,-0.655,0.137,4.62,152.094,Transit,2014
Kepler-378 c,Kepler-378,28.90625629,0.165,0.0,0.84,,,,8.17,414.0,88.68,4707.13,0.71,0.75,-0.655,0.137,4.62,152.094,Transit,2014
Kepler-379 b,Kepler-379,20.09875355,0.15055,0.0,1.611,,,,86.3,775.0,89.96,6039.0,1.26,1.12,0.28,0.09,4.29,731.274,Transit,2014
Kepler-379 c,Kepler-379,62.7849301,0.3217,0.0,2.363,,,,18.9,530.0,89.84,6039.0,1.26,1.12,0.28,0.09,4.29,731.274,Transit,2014
Kepler-38 b,Kepler-38,105.599,0.4632,0.032,4.3,122.0,122.0,,,475.0,89.442,5623.0,1.75,0.94,,-0.11,3.93,1174.59,Transit,2012
Kepler-380 b,Kepler-380,3.93079822,0.04861,0.0,1.22,,,,780.4,1317.0,88.74,6128.0,1.22,1.16,0.278,-0.16,4.33,813.713,Transit,2014
Kepler-380 c,Kepler-380,7.63002939,0.07562,0.0,1.416,,,,322.5,1056.0,87.84,6128.0,1.22,1.16,0.278,-0.16,4.33,813.713,Transit,2014
Kepler-381 b,Kepler-381,5.62910835,0.06479,0.0,0.919,,,,728.1,1576.0,88.8,6407.65,1.47,1.29,0.514,-0.202,4.22,267.323,Transit,2014
Kepler-381 c,Kepler-381,13.39143819,0.11549,0.0,0.992,,,,229.1,1180.0,88.8,6407.65,1.47,1.29,0.514,-0.202,4.22,267.323,Transit,2014
Kepler-381 d,Kepler-381,8.25629997,0.08364,0.0,1.067,,,,436.7,1387.0,87.44,6197.0,2.19,1.2,0.514,-0.32,3.84,267.323,Transit,2021
Kepler-382 b,Kepler-382,5.26209653,0.05927,0.0,1.793,,,,358.6,1166.0,85.48,5637.57,1.24,1.0,0.146,0.082,4.25,935.446,Transit,2014
Kepler-382 c,Kepler-382,12.16277144,0.10361,0.0,2.053,,,,117.3,882.0,85.65,5637.57,1.24,1.0,0.146,0.082,4.25,935.446,Transit,2014
Kepler-383 b,Kepler-383,12.90462287,0.0962,0.0,1.49,,,,20.91,545.0,88.77,4608.75,0.72,0.71,,-0.178,4.57,,Transit,2014
Kepler-383 c,Kepler-383,31.20124775,0.1734,0.0,1.47,,,,6.44,406.0,89.04,4608.75,0.72,0.71,,-0.178,4.57,,Transit,2014
Kepler-384 b,Kepler-384,22.59694466,0.15009,0.0,1.986,,,,98.1,670.0,89.87,5500.82,1.74,0.96,0.396,-0.459,3.94,895.678,Transit,2014
Kepler-384 c,Kepler-384,45.34850768,0.23879,0.0,2.139,,,,38.7,531.0,88.78,5500.82,1.74,0.96,0.396,-0.459,3.94,895.678,Transit,2014
Kepler-385 b,Kepler-385,10.04377084,0.0909,0.0,3.029,12.8,12.8,,149.8,951.0,79.64,5837.0,1.09,0.99,0.144,0.01,4.33,1432.61,Transit,2014
Kepler-385 c,Kepler-385,15.1622735,0.1196,0.0,3.124,13.2,13.2,,86.6,829.0,80.54,5837.0,1.09,0.99,0.144,0.01,4.33,1432.61,Transit,2014
Kepler-385 d,Kepler-385,56.4159,0.2872,0.0,2.619,,,,15.0,535.0,87.94,5829.0,1.16,1.05,0.144,0.01,4.33,1432.61,Transit,2020
Kepler-386 b,Kepler-386,12.31019082,0.09793,0.0,1.38,,,,40.5,651.0,87.21,4993.0,0.84,0.83,-0.402,0.07,4.51,882.462,Transit,2014
Kepler-386 c,Kepler-386,25.19368069,0.15787,0.0,1.939,,,,15.6,513.0,88.78,4993.0,0.84,0.83,-0.402,0.07,4.51,882.462,Transit,2014
Kepler-387 b,Kepler-387,6.79163382,0.06651,0.0,1.144,,,,287.7,994.0,89.55,5835.36,1.15,1.05,0.137,-0.4,4.34,801.052,Transit,2014
Kepler-387 c,Kepler-387,11.8377062,0.09633,0.0,1.128,,,,137.2,826.0,88.58,5835.36,1.15,1.05,0.137,-0.4,4.34,801.052,Transit,2014
Kepler-388 b,Kepler-388,3.17329028,0.0362,0.0,0.88,,,,112.21,830.0,89.62,4500.0,0.63,0.63,,-0.32,4.63,,Transit,2014
Kepler-388 c,Kepler-388,13.29726982,0.094,0.0,0.91,,,,16.64,515.0,89.95,4500.0,0.63,0.63,,-0.32,4.63,,Transit,2014
Kepler-389 b,Kepler-389,3.24412688,0.03925,0.0,1.331,,,,168.7,1047.0,84.86,5104.0,0.71,0.86,-0.516,-0.1,4.67,816.559,Transit,2014
Kepler-389 c,Kepler-389,14.51150265,0.10656,0.0,1.223,,,,22.9,636.0,85.38,5104.0,0.71,0.86,-0.516,-0.1,4.67,816.559,Transit,2014
Kepler-39 b,Kepler-39,21.08718888,0.1527,0.0,11.713,6388.383,6388.383,13.0,90.22,873.0,89.87,6404.12,1.21,1.29,0.346,-0.037,4.38,1057.41,Transit,2011
Kepler-390 b,Kepler-390,6.73805583,0.0645,0.0,0.822,,,,98.4,786.0,89.57,5174.86,0.83,0.88,-0.352,-0.044,4.54,435.277,Transit,2014
Kepler-390 c,Kepler-390,13.0601553,0.10026,0.0,0.852,,,,40.8,630.0,89.08,5174.86,0.83,0.88,-0.352,-0.044,4.54,435.277,Transit,2014
Kepler-391 b,Kepler-391,7.41688144,0.08197,0.0,2.319,,,,648.9,1425.0,77.56,5032.18,2.74,1.33,,0.054,3.45,869.236,Transit,2014
Kepler-391 c,Kepler-391,20.48812203,0.16135,0.0,2.499,,,,167.2,1015.0,84.53,5032.18,2.74,1.33,,0.054,3.45,869.236,Transit,2014
Kepler-392 b,Kepler-392,5.34185316,0.05721,0.0,0.968,,,,447.2,1125.0,89.65,6026.51,1.15,1.12,0.195,-0.436,4.37,681.428,Transit,2014
Kepler-392 c,Kepler-392,10.42307379,0.08933,0.0,1.067,,,,183.6,901.0,87.72,6026.51,1.15,1.12,0.195,-0.436,4.37,681.428,Transit,2014
Kepler-393 b,Kepler-393,9.18243276,0.09263,0.0,1.414,,,,376.8,1052.0,89.07,6414.2,1.48,1.29,0.524,0.032,4.21,881.404,Transit,2014
Kepler-393 c,Kepler-393,14.61342794,0.12628,0.0,1.311,,,,203.2,901.0,89.77,6414.2,1.48,1.29,0.524,0.032,4.21,881.404,Transit,2014
Kepler-394 b,Kepler-394,8.00502697,0.07479,0.0,1.478,,,,187.6,1035.0,89.83,5977.0,0.99,1.1,0.053,-0.3,4.49,1058.72,Transit,2014
Kepler-394 c,Kepler-394,12.13109543,0.09869,0.0,1.562,,,,107.9,901.0,89.8,5977.0,0.99,1.1,0.053,-0.3,4.49,1058.72,Transit,2014
Kepler-394 d,Kepler-394,5.61358023,0.05904,0.0,1.501,,,,302.0,1165.0,89.54,6398.0,1.1,1.14,0.053,-0.14,4.41,1058.72,Transit,2021
Kepler-395 b,Kepler-395,7.05435071,0.05993,0.0,1.237,,,,22.14,576.0,88.36,3897.0,0.64,0.62,-1.064,-0.02,4.61,421.382,Transit,2014
Kepler-395 c,Kepler-395,34.98998858,0.1743,0.0,1.411,,,,2.61,341.0,89.96,3897.0,0.64,0.62,-1.064,-0.02,4.61,421.382,Transit,2014
Kepler-396 b,Kepler-396,42.99255302,0.24067,0.0,2.955,75.5,75.5,,12.7,496.0,89.34,5656.0,0.9,1.0,-0.135,0.18,4.48,223.757,Transit,2013
Kepler-396 c,Kepler-396,88.5127,0.38946,0.0,5.142,17.9,17.9,,4.9,390.0,90.0,5651.0,0.95,0.97,-0.135,0.04,4.47,223.757,Transit,2013
Kepler-397 b,Kepler-397,22.2508509,0.1426,0.0,2.07,,,,20.01,539.0,89.33,5307.0,0.76,0.78,,-0.28,4.57,,Transit,2014
Kepler-397 c,Kepler-397,135.49780189,0.4756,0.0,6.01,,,,1.8,295.0,89.58,5307.0,0.76,0.78,,-0.28,4.57,,Transit,2014
Kepler-398 b,Kepler-398,4.08142611,0.0438,0.0,1.029,,,,81.29,755.0,82.74,4577.0,0.63,0.72,-0.811,0.053,4.71,177.355,Transit,2014
Kepler-398 c,Kepler-398,11.41943427,0.0871,0.0,1.015,,,,20.56,536.0,85.38,4577.0,0.63,0.72,-0.811,0.053,4.71,177.355,Transit,2014
Kepler-398 d,Kepler-398,6.83444647,0.0618,0.0,1.039,,,,40.83,636.0,85.83,4577.0,0.63,0.72,-0.811,0.053,4.71,177.355,Transit,2016
Kepler-399 b,Kepler-399,14.42521959,0.1122,0.0,1.68,,,,84.28,773.0,89.98,5467.0,1.15,0.9,,0.14,4.27,740.537,Transit,2014
Kepler-399 c,Kepler-399,26.6757667,0.169,0.0,2.69,,,,37.15,630.0,89.26,5467.0,1.15,0.9,,0.14,4.27,740.537,Transit,2014
Kepler-399 d,Kepler-399,58.03370711,0.2838,0.0,3.21,,,,13.17,486.0,89.98,5467.0,1.15,0.9,,0.14,4.27,740.537,Transit,2014
Kepler-4 b,Kepler-4,3.21366298,0.04465,0.0,4.076,23.83725,23.83725,1.88,1179.6,1515.0,89.81,5772.0,1.6,1.03,0.406,0.12,4.05,487.916,Transit,2009
Kepler-40 b,Kepler-40,6.87317139,0.0813,0.0,13.612,657.9081,657.9081,0.86,1187.96,1482.0,89.61,6014.0,2.36,1.11,0.819,0.08,3.74,2305.01,Transit,2010
Kepler-400 b,Kepler-400,9.02431044,0.085,0.0,1.62,,,,183.39,939.0,89.97,5915.11,1.11,1.0,,0.084,4.35,845.97,Transit,2014
Kepler-400 c,Kepler-400,17.34062872,0.1313,0.0,1.43,,,,76.86,755.0,89.19,5915.11,1.11,1.0,,0.084,4.35,845.97,Transit,2014
Kepler-401 b,Kepler-401,14.3833988,0.12209,0.0,2.205,,,,229.5,889.0,85.84,6132.0,1.7,1.16,0.566,0.0,4.04,965.56,Transit,2014
Kepler-401 c,Kepler-401,47.32020475,0.27021,0.0,3.032,,,,46.8,598.0,89.69,6132.0,1.7,1.16,0.566,0.0,4.04,965.56,Transit,2014
Kepler-401 d,Kepler-401,184.25947208,0.66886,0.0,2.909,,,,7.7,380.0,89.15,6132.0,1.7,1.16,0.566,0.0,4.04,965.56,Transit,2016
Kepler-402 b,Kepler-402,4.02874831,0.05075,0.0,1.134,,,,580.4,1311.0,88.85,6223.39,1.09,1.2,0.203,-0.08,4.44,625.339,Transit,2014
Kepler-402 c,Kepler-402,6.12473248,0.06708,0.0,1.433,,,,332.2,1140.0,84.71,6223.39,1.09,1.2,0.203,-0.08,4.44,625.339,Transit,2014
Kepler-402 d,Kepler-402,8.92111139,0.08621,0.0,1.13,,,,200.8,1006.0,89.6,6223.39,1.09,1.2,0.203,-0.08,4.44,625.339,Transit,2014
Kepler-402 e,Kepler-402,11.24268106,0.1006,0.0,1.425,,,,147.6,931.0,88.3,6223.39,1.09,1.2,0.203,-0.08,4.44,625.339,Transit,2014
Kepler-403 b,Kepler-403,7.03144308,0.078374,0.0,1.774,,,,654.2,1194.0,89.91,6111.03,1.87,1.3,0.644,0.079,3.95,840.269,Transit,2014
Kepler-403 c,Kepler-403,54.2812031,0.306132,0.0,2.324,,,,42.9,604.0,88.82,6111.03,1.87,1.3,0.644,0.079,3.95,840.269,Transit,2014
Kepler-403 d,Kepler-403,13.61159129,0.121735,0.0,1.764,,,,271.1,958.0,89.53,6111.03,1.87,1.3,0.644,0.079,3.95,840.269,Transit,2016
Kepler-404 b,Kepler-404,11.82966276,0.09667,0.0,1.062,,,,46.0,730.0,89.38,5342.0,0.79,0.92,-0.337,-0.03,4.6,812.524,Transit,2014
Kepler-404 c,Kepler-404,14.7512034,0.112,0.0,1.462,,,,34.2,678.0,88.81,5326.0,0.77,0.86,-0.337,-0.03,4.6,812.524,Transit,2014
Kepler-405 b,Kepler-405,10.61374356,0.09037,0.0,2.051,,,,56.8,785.0,89.94,5431.0,0.77,0.95,-0.331,-0.06,4.64,1065.08,Transit,2014
Kepler-405 c,Kepler-405,29.7272142,0.17962,0.0,3.327,,,,14.4,557.0,89.09,5461.0,0.76,0.87,-0.331,-0.06,4.64,1065.08,Transit,2014
Kepler-406 b,Kepler-406,2.42630084,0.035974,0.0,1.451,5.33198,6.35,9.61697,806.9,1302.0,82.34,5597.0,1.12,1.05,0.048,0.2,4.33,364.03,Transit,2014
Kepler-406 c,Kepler-406,4.62333557,0.055292,0.0,0.834,2.71,2.71,24.39,340.7,1050.0,87.96,5597.0,1.12,1.05,0.048,0.2,4.33,364.03,Transit,2014
Kepler-407 b,Kepler-407,0.66930969,0.015302,0.0,1.161,1.66905,3.2,5.87658,3808.7,1983.0,87.19,5487.0,1.06,1.07,-0.039,0.34,4.37,338.368,Transit,2014
Kepler-407 c,Kepler-407,2091.749385,3.270904,0.221479,,3524.40983,4000.0,,,,,5476.0,1.01,1.07,,0.33,4.43,338.368,Radial Velocity,2014
Kepler-408 b,Kepler-408,2.46502616,0.03589,0.0,0.71,5.0,5.0,,1493.1,1561.0,87.51,6078.0,1.25,1.01,0.283,-0.12,4.3,88.7832,Transit,2014
Kepler-409 b,Kepler-409,68.958608,0.322499,0.0,0.981,1.38462,6.0,8.08118,6.15,438.0,86.3,5421.0,0.9,0.94,-0.202,0.05,4.49,68.173,Transit,2014
Kepler-41 b,Kepler-41,1.85555756,0.0286,0.0,14.264,179.89178,179.89178,0.327,2036.75,1436.0,82.214,5620.0,1.02,1.12,0.262,0.29,4.47,1093.08,Transit,2011
Kepler-410 A b,Kepler-410 A,17.83367834,0.1424,0.0,2.742,,,,159.5,866.0,89.97,6306.0,1.51,1.24,0.462,0.02,4.22,147.527,Transit,2013
Kepler-411 b,Kepler-411,3.0051557,0.038316,0.0,1.866,25.6,25.6,10.3,201.3,1138.0,87.4,4837.0,0.82,0.83,-0.579,0.11,4.6,153.676,Transit,2013
Kepler-411 c,Kepler-411,7.83442788,0.072579,0.0,3.238,26.4,26.4,1.7,56.0,838.0,88.61,4837.0,0.82,0.83,-0.579,0.11,4.6,153.676,Transit,2016
Kepler-411 d,Kepler-411,58.0192007,0.275754,0.0,3.376,15.2,15.2,2.3,3.9,410.0,89.43,4961.0,0.82,0.83,-0.579,0.21,4.6,153.676,Transit,2018
Kepler-411 e,Kepler-411,31.509728,0.186,0.016,,10.8,10.8,,,503.0,88.04,,0.82,0.87,,,,153.676,Transit Timing Variations,2018
Kepler-412 b,Kepler-412,1.72086128,0.0287,0.0,14.63,294.62841,294.62841,0.494,2144.31,1647.0,82.35,5832.83,1.33,1.05,0.269,0.371,4.21,1086.24,Transit,2014
Kepler-413 b,Kepler-413,66.262,0.3553,0.1181,4.347,67.0,67.0,3.2,,,89.929,4700.0,0.78,0.82,,-0.2,4.57,847.536,Transit,2014
Kepler-414 b,Kepler-414,4.69965324,0.0543,0.0,2.026,3.5,3.5,,223.6,1024.0,89.45,5567.0,0.88,0.97,-0.169,0.18,4.47,413.46,Transit Timing Variations,2014
Kepler-414 c,Kepler-414,7.17073208,0.07195,0.0,2.771,29.9,29.9,,127.6,890.0,89.43,5567.0,0.88,0.97,-0.169,0.18,4.47,413.46,Transit Timing Variations,2014
Kepler-415 b,Kepler-415,4.17634276,0.0426,0.0,1.383,119.9,119.9,,69.83,694.0,89.41,4375.0,0.62,0.68,-0.805,-0.439,4.57,530.487,Transit Timing Variations,2014
Kepler-415 c,Kepler-415,8.70798309,0.0695,0.0,2.254,,,,26.24,543.0,89.87,4375.0,0.62,0.68,-0.805,-0.439,4.57,530.487,Transit Timing Variations,2014
Kepler-416 b,Kepler-416,6.31942727,0.0674,0.0,2.426,58.2,58.2,,208.7,986.0,85.42,5718.0,0.99,1.02,0.028,0.12,4.36,690.819,Transit Timing Variations,2014
Kepler-416 c,Kepler-416,12.20945351,0.10454,0.0,2.352,,,,86.8,791.0,86.99,5718.0,0.99,1.02,0.028,0.12,4.36,690.819,Transit Timing Variations,2014
Kepler-416 d,Kepler-416,3.07641006,0.0417,0.0,1.73,,,,545.2,1253.0,83.78,5670.0,1.02,0.95,0.028,0.06,4.4,690.819,Transit,2023
Kepler-417 b,Kepler-417,12.33087921,0.1006,0.0,2.222,11.0,11.0,,43.62,671.0,89.98,5379.0,0.77,0.87,-0.411,-0.204,4.59,973.989,Transit Timing Variations,2014
Kepler-417 c,Kepler-417,15.94248453,0.1194,0.0,2.488,,,,30.97,616.0,89.96,5379.0,0.77,0.87,-0.411,-0.204,4.59,973.989,Transit Timing Variations,2014
Kepler-418 b,Kepler-418,86.67845872,0.39249,0.0,10.194,349.613,349.613,,7.9,434.0,89.76,5895.0,1.09,1.07,0.111,0.15,4.39,1002.53,Transit,2014
Kepler-418 c,Kepler-418,12.21829987,0.10632,0.0,5.221,,,,107.6,835.0,88.15,5822.0,1.08,0.96,0.111,-0.06,4.35,1002.53,Transit,2021
Kepler-419 b,Kepler-419,69.7266406,0.37348,0.0,39.505,820.0014,820.0014,3.5,35.3,613.0,89.99,6383.0,1.82,1.43,0.727,0.17,4.01,1011.36,Transit,2014
Kepler-419 c,Kepler-419,675.47,1.68,0.184,,2320.1,2320.1,,,,88.0,6430.0,1.74,1.39,,0.176,4.1,1011.36,Transit Timing Variations,2014
Kepler-42 b,Kepler-42,1.21377042,0.0113,0.0,0.912,,,,22.39,525.0,85.57,3204.0,0.17,0.15,-2.448,-0.42,5.11,40.0595,Transit,2011
Kepler-42 c,Kepler-42,0.45328742,0.0059,0.0,0.887,,,,82.12,729.0,81.11,3204.0,0.17,0.15,-2.448,-0.42,5.11,40.0595,Transit,2011
Kepler-42 d,Kepler-42,1.86511419,0.0151,0.0,0.773,,,,12.54,455.0,88.02,3204.0,0.17,0.15,-2.448,-0.42,5.11,40.0595,Transit,2011
Kepler-421 b,Kepler-421,704.962626,1.42608,0.0,4.583,,,,0.2,178.0,89.95,5224.0,0.83,0.78,-0.341,-0.23,4.57,348.558,Transit,2014
Kepler-422 b,Kepler-422,7.89144912,0.08059,0.0,12.847,155.7367,155.7367,0.42,260.5,1028.0,88.3,5972.0,1.24,1.15,0.24,0.23,4.31,722.795,Transit,2014
Kepler-423 b,Kepler-423,2.68432847,0.036,0.0,13.182,192.60498,192.60498,0.443,649.15,1265.0,89.49,5616.02,1.02,0.99,-0.031,0.091,4.42,758.753,Transit,2014
Kepler-424 b,Kepler-424,3.31186452,0.04398,0.0,10.019,341.98508,341.98508,1.97,451.3,1116.0,85.26,5355.0,1.09,0.93,-0.054,0.42,4.33,698.646,Transit,2014
Kepler-424 c,Kepler-424,223.3,0.73,,,2215.18,,,,,,5460.0,0.94,1.01,-0.15,0.44,4.5,698.646,Radial Velocity,2014
Kepler-425 b,Kepler-425,3.79701794,0.0457,0.0,10.255,71.82958,71.82958,0.299,229.04,982.0,88.65,5211.36,0.83,0.89,-0.337,0.442,4.55,646.647,Transit,2014
Kepler-426 b,Kepler-426,3.21751903,0.04024,0.0,11.496,107.10871,107.10871,0.321,409.8,1185.0,86.57,5549.0,0.91,0.98,-0.148,-0.22,4.51,843.695,Transit,2014
Kepler-427 b,Kepler-427,10.29099394,0.0906,0.0,12.696,92.80636,92.80636,0.195,208.72,996.0,89.86,5863.0,1.29,1.06,0.245,-0.18,4.25,1017.8,Transit,2014
Kepler-428 b,Kepler-428,3.52563258,0.0431,0.0,11.061,406.8224,406.8224,1.26,195.09,975.0,89.41,5003.05,0.78,0.83,-0.46,0.318,4.57,686.284,Transit,2014
Kepler-43 b,Kepler-43,3.02409255,0.04385,0.0,12.234,997.9862,997.9862,2.53,1085.6,1489.0,87.05,5957.0,1.36,1.23,0.349,0.34,4.22,1005.84,Transit,2011
Kepler-430 b,Kepler-430,35.9682344,0.22362,0.0,2.239,,,,40.3,674.0,88.97,5936.0,1.34,1.15,0.312,0.2,4.22,917.477,Transit,2015
Kepler-430 c,Kepler-430,110.98079301,0.47403,0.0,1.61,,,,9.0,463.0,89.94,5959.75,1.34,1.09,0.312,0.067,4.22,917.477,Transit,2015
Kepler-431 b,Kepler-431,6.80252171,0.07261,0.0,0.925,,,,558.3,1026.0,80.51,5976.0,1.6,1.1,0.498,-0.01,4.06,486.546,Transit,2015
Kepler-431 c,Kepler-431,8.70337044,0.08554,0.0,0.875,,,,402.3,945.0,82.35,5976.0,1.6,1.1,0.498,-0.01,4.06,486.546,Transit,2015
Kepler-431 d,Kepler-431,11.9216214,0.10552,0.0,1.161,,,,264.6,851.0,82.51,5976.0,1.6,1.1,0.498,-0.01,4.06,486.546,Transit,2015
Kepler-432 b,Kepler-432,52.50173082,0.31324,0.0,11.708,182.75225,182.75225,0.476,88.6,812.0,89.77,4981.99,3.97,1.49,,0.045,3.33,848.023,Transit,2015
Kepler-432 c,Kepler-432,406.2,,0.498,,772.3269,,,,,,4995.0,4.06,1.32,,-0.07,3.35,848.023,Radial Velocity,2015
Kepler-433 b,Kepler-433,5.33408243,0.0665,0.0,15.553,893.1023,893.1023,1.14,1682.66,1495.0,89.63,6340.0,2.27,1.08,0.782,0.04,3.73,1878.31,Transit,2015
